ID	at.ID	Term	Ontology
GO:0050599	GO:0045441	deacetoxycephalosporin-C synthase activity	MF
GO:0050611	GO:0018691	arsenate reductase (azurin) activity	MF
GO:0050613	GO:0000251	delta14-sterol reductase activity	MF
GO:0050625	GO:0018540	2-hydroxy-1,4-benzoquinone reductase activity	MF
GO:0050632	GO:0004770	propionyl-CoA C2-trimethyltridecanoyltransferase activity	MF
GO:0050640	GO:0042319	isopenicillin-N N-acyltransferase activity	MF
GO:0050640	GO:0045440	isopenicillin-N N-acyltransferase activity	MF
GO:0050728	GO:0030236	negative regulation of inflammatory response	BP
GO:0050789	GO:0050791	regulation of biological process	BP
GO:0050790	GO:0048552	regulation of catalytic activity	BP
GO:0050794	GO:0051244	regulation of cellular process	BP
GO:0050801	GO:2000021	monoatomic ion homeostasis	BP
GO:0050832	GO:0009623	defense response to fungus	BP
GO:0050832	GO:0009817	defense response to fungus	BP
GO:0050832	GO:0042831	defense response to fungus	BP
GO:0050896	GO:0051869	response to stimulus	BP
GO:0050910	GO:0009592	detection of mechanical stimulus involved in sensory perception of sound	BP
GO:0050910	GO:0055128	detection of mechanical stimulus involved in sensory perception of sound	BP
GO:0050931	GO:0043357	pigment cell differentiation	BP
GO:0050931	GO:0043358	pigment cell differentiation	BP
GO:0051017	GO:0045011	actin filament bundle assembly	BP
GO:0051083	GO:0006444	'de novo' cotranslational protein folding	BP
GO:0051085	GO:0070389	chaperone cofactor-dependent protein refolding	BP
GO:0051090	GO:1904167	regulation of DNA-binding transcription factor activity	BP
GO:0051090	GO:2000823	regulation of DNA-binding transcription factor activity	BP
GO:0051091	GO:1904169	positive regulation of DNA-binding transcription factor activity	BP
GO:0051131	GO:0034619	chaperone-mediated protein complex assembly	BP
GO:0051156	GO:0006010	glucose 6-phosphate metabolic process	BP
GO:0051157	GO:0019591	arabitol catabolic process	BP
GO:0051170	GO:1902593	import into nucleus	BP
GO:0051179	GO:1902578	localization	BP
GO:0051225	GO:0051226	spindle assembly	BP
GO:0051225	GO:0051227	spindle assembly	BP
GO:0051246	GO:0032268	regulation of protein metabolic process	BP
GO:0051247	GO:0032270	positive regulation of protein metabolic process	BP
GO:0051248	GO:0032269	negative regulation of protein metabolic process	BP
GO:0051259	GO:0035786	protein complex oligomerization	BP
GO:0051276	GO:0006323	chromosome organization	BP
GO:0051276	GO:0007001	chromosome organization	BP
GO:0051276	GO:0051277	chromosome organization	BP
GO:0051287	GO:0051288	NAD binding	MF
GO:0051300	GO:0051426	spindle pole body organization	BP
GO:0051304	GO:0034500	chromosome separation	BP
GO:0051315	GO:0051314	attachment of mitotic spindle microtubules to kinetochore	BP
GO:0051316	GO:0051317	attachment of meiotic spindle microtubules to kinetochore	BP
GO:0051321	GO:0007126	meiotic cell cycle	BP
GO:0051353	GO:0009391	positive regulation of oxidoreductase activity	BP
GO:0051373	GO:0051374	FATZ binding	MF
GO:0051373	GO:0051375	FATZ binding	MF
GO:0051373	GO:0051376	FATZ binding	MF
GO:0051382	GO:0000069	kinetochore assembly	BP
GO:0051382	GO:0044768	kinetochore assembly	BP
GO:0051393	GO:0051372	alpha-actinin binding	MF
GO:0051424	GO:0017047	corticotropin-releasing hormone binding	MF
GO:0051429	GO:0031742	corticotropin-releasing hormone receptor binding	MF
GO:0051430	GO:0031743	corticotropin-releasing hormone receptor 1 binding	MF
GO:0051431	GO:0031744	corticotropin-releasing hormone receptor 2 binding	MF
GO:0051469	GO:0042146	vesicle fusion with vacuole	BP
GO:0051525	GO:0051526	NFAT protein binding	MF
GO:0051525	GO:0051527	NFAT protein binding	MF
GO:0051525	GO:0051528	NFAT protein binding	MF
GO:0051525	GO:0051529	NFAT protein binding	MF
GO:0051525	GO:0051530	NFAT protein binding	MF
GO:0051598	GO:0072462	meiotic recombination checkpoint signaling	BP
GO:0051641	GO:1902580	cellular localization	BP
GO:0051663	GO:0051662	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	BP
GO:0051664	GO:0031081	nuclear pore localization	BP
GO:0051673	GO:0044662	disruption of plasma membrane integrity in another organism	BP
GO:0051701	GO:0044112	biological process involved in interaction with host	BP
GO:0051701	GO:0044116	biological process involved in interaction with host	BP
GO:0051701	GO:0044117	biological process involved in interaction with host	BP
GO:0051701	GO:0044119	biological process involved in interaction with host	BP
GO:0051701	GO:0044121	biological process involved in interaction with host	BP
GO:0051701	GO:0044123	biological process involved in interaction with host	BP
GO:0051701	GO:0044125	biological process involved in interaction with host	BP
GO:0051707	GO:0009613	response to other organism	BP
GO:0051707	GO:0042828	response to other organism	BP
GO:0051709	GO:0044531	regulation of killing of cells of another organism	BP
GO:0051709	GO:0052248	regulation of killing of cells of another organism	BP
GO:0051709	GO:0052433	regulation of killing of cells of another organism	BP
GO:0051709	GO:0052459	regulation of killing of cells of another organism	BP
GO:0051711	GO:0052490	negative regulation of killing of cells of another organism	BP
GO:0051712	GO:0052330	positive regulation of killing of cells of another organism	BP
GO:0051712	GO:0052388	positive regulation of killing of cells of another organism	BP
GO:0051712	GO:0052501	positive regulation of killing of cells of another organism	BP
GO:0051712	GO:0052518	positive regulation of killing of cells of another organism	BP
GO:0051712	GO:0052529	positive regulation of killing of cells of another organism	BP
GO:0051715	GO:0001901	cytolysis in another organism	BP
GO:0051715	GO:0044649	cytolysis in another organism	BP
GO:0051724	GO:1901368	NAD transmembrane transporter activity	MF
GO:0051726	GO:0000074	regulation of cell cycle	BP
GO:0051726	GO:0007050	regulation of cell cycle	BP
GO:0051726	GO:0071156	regulation of cell cycle	BP
GO:0051726	GO:0071157	regulation of cell cycle	BP
GO:0051726	GO:0071158	regulation of cell cycle	BP
GO:0051726	GO:0071850	regulation of cell cycle	BP
GO:0051728	GO:0042061	cell cycle switching, mitotic to meiotic cell cycle	BP
GO:0051750	GO:0008416	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity	MF
GO:0051767	GO:0051768	nitric-oxide synthase biosynthetic process	BP
GO:0051769	GO:0051772	regulation of nitric-oxide synthase biosynthetic process	BP
GO:0051770	GO:0051773	positive regulation of nitric-oxide synthase biosynthetic process	BP
GO:0051771	GO:0051774	negative regulation of nitric-oxide synthase biosynthetic process	BP
GO:0051775	GO:0006980	response to redox state	BP
GO:0051819	GO:0044005	induction by symbiont of tumor or growth in host	BP
GO:0051819	GO:0044006	induction by symbiont of tumor or growth in host	BP
GO:0051819	GO:0051820	induction by symbiont of tumor or growth in host	BP
GO:0051866	GO:0051868	general adaptation syndrome	BP
GO:0051873	GO:0051852	killing by host of symbiont cells	BP
GO:0052003	GO:0052004	symbiont-mediated suppression of defense-related host salicylic acid-mediated signal transduction pathway	BP
GO:0052003	GO:0052252	symbiont-mediated suppression of defense-related host salicylic acid-mediated signal transduction pathway	BP
GO:0052003	GO:0052253	symbiont-mediated suppression of defense-related host salicylic acid-mediated signal transduction pathway	BP
GO:0052005	GO:0052070	suppression by symbiont of host ethylene-mediated defense response	BP
GO:0052005	GO:0052254	suppression by symbiont of host ethylene-mediated defense response	BP
GO:0052005	GO:0052268	suppression by symbiont of host ethylene-mediated defense response	BP
GO:0052027	GO:0052250	symbiont-mediated perturbation of host signal transduction pathway	BP
GO:0052028	GO:0044502	symbiont-mediated activation of host signal transduction pathway	BP
GO:0052028	GO:0052526	symbiont-mediated activation of host signal transduction pathway	BP
GO:0052029	GO:0052493	symbiont-mediated suppression of host signal transduction pathway	BP
GO:0052031	GO:0052255	symbiont-mediated perturbation of host defense response	BP
GO:0052032	GO:0052256	perturbation by symbiont of host inflammatory response	BP
GO:0052034	GO:0052258	effector-mediated suppression of host pattern-triggered immunity	BP
GO:0052036	GO:0052260	suppression by symbiont of host inflammatory response	BP
GO:0052039	GO:0044054	symbiont-mediated perturbation of host cytoskeleton	BP
GO:0052040	GO:0052152	symbiont-mediated perturbation of host programmed cell death	BP
GO:0052042	GO:0012504	symbiont-mediated activation of host programmed cell death	BP
GO:0052042	GO:0052044	symbiont-mediated activation of host programmed cell death	BP
GO:0052042	GO:0052045	symbiont-mediated activation of host programmed cell death	BP
GO:0052042	GO:0052153	symbiont-mediated activation of host programmed cell death	BP
GO:0052042	GO:0052397	symbiont-mediated activation of host programmed cell death	BP
GO:0052042	GO:0052400	symbiont-mediated activation of host programmed cell death	BP
GO:0052067	GO:0052380	disruption of host phagocytosis	BP
GO:0052067	GO:0052483	disruption of host phagocytosis	BP
GO:0052078	GO:0052275	symbiont-mediated suppression of host pathogen-associated molecular pattern receptor signaling pathway	BP
GO:0052080	GO:0052277	symbiont-mediated perturbation of host MAPK cascade	BP
GO:0052081	GO:0052445	symbiont-mediated perturbation of host salicylic acid-mediated signal transduction pathway	BP
GO:0052083	GO:0052278	symbiont-mediated suppression of host cell-mediated immune response	BP
GO:0052084	GO:0052077	modulation by symbiont of host ethylene-mediated defense response	BP
GO:0052084	GO:0052279	modulation by symbiont of host ethylene-mediated defense response	BP
GO:0052084	GO:0052441	modulation by symbiont of host ethylene-mediated defense response	BP
GO:0052085	GO:0052280	symbiont-mediated suppression of host T-cell mediated immune response	BP
GO:0052086	GO:0052281	symbiont-mediated suppression of host B-cell mediated immune response	BP
GO:0052088	GO:0052068	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052069	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052073	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052082	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052266	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052267	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052271	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052283	symbiont defense to host-produced jasmonic acid	BP
GO:0052088	GO:0052443	symbiont defense to host-produced jasmonic acid	BP
GO:0052089	GO:0052284	modulation by symbiont of host salicylic acid-mediated defense response	BP
GO:0052103	GO:0052288	induction of host induced systemic resistance	BP
GO:0052103	GO:0052532	induction of host induced systemic resistance	BP
GO:0052103	GO:0052533	induction of host induced systemic resistance	BP
GO:0052151	GO:0033669	symbiont-mediated activation of host apoptosis	BP
GO:0052151	GO:0052030	symbiont-mediated activation of host apoptosis	BP
GO:0052154	GO:0052293	perturbation of host B-cell mediated immune response	BP
GO:0052155	GO:0052294	perturbation of host cell-mediated immune response	BP
GO:0052156	GO:0052295	perturbation of host T-cell mediated immune response	BP
GO:0052158	GO:0052297	modulation by symbiont of host resistance gene-dependent defense response	BP
GO:0052159	GO:0052298	perturbation of host induced systemic resistance	BP
GO:0052160	GO:0052299	perturbation of host systemic acquired resistance	BP
GO:0052162	GO:0052301	modulation by symbiont of defense-related host calcium ion flux	BP
GO:0052164	GO:0052059	symbiont defense to host-produced reactive oxygen species	BP
GO:0052164	GO:0052303	symbiont defense to host-produced reactive oxygen species	BP
GO:0052164	GO:0052385	symbiont defense to host-produced reactive oxygen species	BP
GO:0052164	GO:0052550	symbiont defense to host-produced reactive oxygen species	BP
GO:0052164	GO:0052567	symbiont defense to host-produced reactive oxygen species	BP
GO:0052165	GO:0052061	symbiont defense to host-produced phytoalexin	BP
GO:0052165	GO:0052304	symbiont defense to host-produced phytoalexin	BP
GO:0052165	GO:0052378	symbiont defense to host-produced phytoalexin	BP
GO:0052165	GO:0052549	symbiont defense to host-produced phytoalexin	BP
GO:0052165	GO:0052566	symbiont defense to host-produced phytoalexin	BP
GO:0052167	GO:0052306	perturbation of host innate immune response	BP
GO:0052168	GO:0052307	modulation by symbiont of defense-related host calcium-dependent protein kinase pathway	BP
GO:0052170	GO:0052309	symbiont-mediated suppression of host innate immune response	BP
GO:0052200	GO:0075140	response to host defenses	BP
GO:0052200	GO:0075145	response to host defenses	BP
GO:0052372	GO:0052371	modulation by symbiont of entry into host	BP
GO:0052381	GO:0004811	tRNA dimethylallyltransferase activity	MF
GO:0052391	GO:0052065	induction by symbiont of defense-related host calcium ion flux	BP
GO:0052391	GO:0052265	induction by symbiont of defense-related host calcium ion flux	BP
GO:0052391	GO:0052389	induction by symbiont of defense-related host calcium ion flux	BP
GO:0052403	GO:0052405	negative regulation by host of symbiont catalytic activity	BP
GO:0052422	GO:0052428	modulation by host of symbiont catalytic activity	BP
GO:0052553	GO:0052552	symbiont-mediated perturbation of host immune response	BP
GO:0052562	GO:0052561	symbiont-mediated suppression of host immune response	BP
GO:0052572	GO:0052564	response to host immune response	BP
GO:0052621	GO:0043789	diguanylate cyclase activity	MF
GO:0052662	GO:0009540	zeaxanthin epoxidase activity	MF
GO:0052662	GO:0052663	zeaxanthin epoxidase activity	MF
GO:0052668	GO:0052669	CTP:farnesol kinase activity	MF
GO:0052689	GO:0004091	carboxylic ester hydrolase activity	MF
GO:0052689	GO:0004302	carboxylic ester hydrolase activity	MF
GO:0052689	GO:0004759	carboxylic ester hydrolase activity	MF
GO:0052689	GO:0016789	carboxylic ester hydrolase activity	MF
GO:0052720	GO:0140079	class II DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0052843	GO:0101011	inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity	MF
GO:0052846	GO:0101012	inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity	MF
GO:0052917	GO:0052824	dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase	MF
GO:0052923	GO:0050347	all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity	MF
GO:0052927	GO:0052928	CTP:tRNA cytidylyltransferase activity	MF
GO:0052933	GO:0052930	alcohol dehydrogenase (cytochrome c(L)) activity	MF
GO:0052933	GO:0052931	alcohol dehydrogenase (cytochrome c(L)) activity	MF
GO:0052933	GO:0052932	alcohol dehydrogenase (cytochrome c(L)) activity	MF
GO:0052934	GO:0018468	alcohol dehydrogenase (cytochrome c) activity	MF
GO:0052934	GO:0052935	alcohol dehydrogenase (cytochrome c) activity	MF
GO:0052934	GO:0052936	alcohol dehydrogenase (cytochrome c) activity	MF
GO:0055001	GO:0048747	muscle cell development	BP
GO:0055013	GO:0048739	cardiac muscle cell development	BP
GO:0055063	GO:0080174	sulfate ion homeostasis	BP
GO:0055085	GO:0090662	transmembrane transport	BP
GO:0060041	GO:0002073	retina development in camera-type eye	BP
GO:0060072	GO:0022895	large conductance calcium-activated potassium channel activity	MF
GO:0060087	GO:1905657	relaxation of vascular associated smooth muscle	BP
GO:0060087	GO:1905658	relaxation of vascular associated smooth muscle	BP
GO:0060087	GO:1905659	relaxation of vascular associated smooth muscle	BP
GO:0060090	GO:0032947	molecular adaptor activity	MF
GO:0060170	GO:0020017	ciliary membrane	CC
GO:0060242	GO:0060246	contact inhibition	BP
GO:0060242	GO:0060248	contact inhibition	BP
GO:0060256	GO:1900455	regulation of flocculation	BP
GO:0060257	GO:1901134	negative regulation of flocculation	BP
GO:0060271	GO:0042384	cilium assembly	BP
GO:0060285	GO:0071974	cilium-dependent cell motility	BP
GO:0060359	GO:1903717	response to ammonium ion	BP
GO:0060390	GO:0007184	regulation of SMAD protein signal transduction	BP
GO:0060411	GO:0003280	cardiac septum morphogenesis	BP
GO:0060413	GO:0003287	atrial septum morphogenesis	BP
GO:0060625	GO:0060626	regulation of protein deneddylation	BP
GO:0060828	GO:0035411	regulation of canonical Wnt signaling pathway	BP
GO:0060828	GO:0035412	regulation of canonical Wnt signaling pathway	BP
GO:0061024	GO:0016044	membrane organization	BP
GO:0061024	GO:0044802	membrane organization	BP
GO:0061025	GO:0006944	membrane fusion	BP
GO:0061025	GO:0044801	membrane fusion	BP
GO:0061163	GO:0061164	endoplasmic reticulum polarization	BP
GO:0061163	GO:0061165	endoplasmic reticulum polarization	BP
GO:0061163	GO:0061166	endoplasmic reticulum polarization	BP
GO:0061163	GO:0061167	endoplasmic reticulum polarization	BP
GO:0061320	GO:0007513	pericardial nephrocyte differentiation	BP
GO:0061321	GO:0007514	garland nephrocyte differentiation	BP
GO:0061459	GO:0005288	L-arginine transmembrane transporter activity	MF
GO:0061459	GO:0015181	L-arginine transmembrane transporter activity	MF
GO:0061459	GO:0015598	L-arginine transmembrane transporter activity	MF
GO:0061459	GO:0102022	L-arginine transmembrane transporter activity	MF
GO:0061507	GO:0098546	2',3'-cyclic GMP-AMP binding	MF
GO:0061513	GO:0008524	glucose 6-phosphate:inorganic phosphate antiporter activity	MF
GO:0061575	GO:0016534	cyclin-dependent protein serine/threonine kinase activator activity	MF
GO:0061575	GO:0016535	cyclin-dependent protein serine/threonine kinase activator activity	MF
GO:0061629	GO:0001085	RNA polymerase II-specific DNA-binding transcription factor binding	MF
GO:0061629	GO:0001102	RNA polymerase II-specific DNA-binding transcription factor binding	MF
GO:0061629	GO:0001103	RNA polymerase II-specific DNA-binding transcription factor binding	MF
GO:0061630	GO:0090302	ubiquitin protein ligase activity	MF
GO:0061630	GO:0090622	ubiquitin protein ligase activity	MF
GO:0061630	GO:1904264	ubiquitin protein ligase activity	MF
GO:0061630	GO:1904822	ubiquitin protein ligase activity	MF
GO:0061638	GO:1904834	CENP-A containing chromatin	CC
GO:0061677	GO:0043725	2-dehydro-3-deoxy-D-gluconate aldolase activity	MF
GO:0061709	GO:1990766	reticulophagy	BP
GO:0061995	GO:0061994	ATP-dependent protein-DNA complex displacement activity	MF
GO:0062101	GO:0004597	peptidyl-aspartic acid 3-dioxygenase activity	MF
GO:0062205	GO:0102353	miltiradiene synthase activity	MF
GO:0065003	GO:0006461	protein-containing complex assembly	BP
GO:0065003	GO:0034622	protein-containing complex assembly	BP
GO:0065003	GO:0043623	protein-containing complex assembly	BP
GO:0070054	GO:0061012	mRNA splicing, via endonucleolytic cleavage and ligation	BP
GO:0070266	GO:0060553	necroptotic process	BP
GO:0070266	GO:0060554	necroptotic process	BP
GO:0070266	GO:0060555	necroptotic process	BP
GO:0070360	GO:0070359	actin polymerization-dependent cell-to-cell migration in host	BP
GO:0070603	GO:0090544	SWI/SNF superfamily-type complex	CC
GO:0070613	GO:0010953	regulation of protein processing	BP
GO:0070631	GO:0071790	spindle pole body localization	BP
GO:0070631	GO:1990944	spindle pole body localization	BP
GO:0070753	GO:0070749	interleukin-35 production	BP
GO:0070753	GO:0072626	interleukin-35 production	BP
GO:0070754	GO:0070750	regulation of interleukin-35 production	BP
GO:0070755	GO:0070751	negative regulation of interleukin-35 production	BP
GO:0070756	GO:0070752	positive regulation of interleukin-35 production	BP
GO:0070778	GO:0089712	L-aspartate transmembrane transport	BP
GO:0070779	GO:0140016	D-aspartate import across plasma membrane	BP
GO:0070840	GO:0045502	dynein complex binding	MF
GO:0070884	GO:0051531	regulation of calcineurin-NFAT signaling cascade	BP
GO:0070884	GO:0051532	regulation of calcineurin-NFAT signaling cascade	BP
GO:0070885	GO:0051534	negative regulation of calcineurin-NFAT signaling cascade	BP
GO:0070886	GO:0051533	positive regulation of calcineurin-NFAT signaling cascade	BP
GO:0070897	GO:0001126	transcription preinitiation complex assembly	BP
GO:0070898	GO:0000999	RNA polymerase III preinitiation complex assembly	BP
GO:0070898	GO:0001020	RNA polymerase III preinitiation complex assembly	BP
GO:0070898	GO:0001021	RNA polymerase III preinitiation complex assembly	BP
GO:0070898	GO:0001043	RNA polymerase III preinitiation complex assembly	BP
GO:0070918	GO:0031051	regulatory ncRNA processing	BP
GO:0070921	GO:0090065	regulation of siRNA processing	BP
GO:0070922	GO:0035087	RISC complex assembly	BP
GO:0070922	GO:0035280	RISC complex assembly	BP
GO:0070922	GO:0070923	RISC complex assembly	BP
GO:0071028	GO:0071033	nuclear mRNA surveillance	BP
GO:0071028	GO:0071048	nuclear mRNA surveillance	BP
GO:0071028	GO:0071049	nuclear mRNA surveillance	BP
GO:0071142	GO:0071143	homomeric SMAD protein complex	CC
GO:0071144	GO:0071145	heteromeric SMAD protein complex	CC
GO:0071144	GO:0071146	heteromeric SMAD protein complex	CC
GO:0071163	GO:1902293	DNA replication preinitiation complex assembly	BP
GO:0071163	GO:1902316	DNA replication preinitiation complex assembly	BP
GO:0071173	GO:0072486	spindle assembly checkpoint signaling	BP
GO:0071174	GO:0072477	mitotic spindle checkpoint signaling	BP
GO:0071242	GO:1903718	cellular response to ammonium ion	BP
GO:0071256	GO:0031206	translocon complex	CC
GO:0071403	GO:0055099	cellular response to high density lipoprotein particle stimulus	BP
GO:0071404	GO:0055098	cellular response to low-density lipoprotein particle stimulus	BP
GO:0071466	GO:0035690	cellular response to xenobiotic stimulus	BP
GO:0071554	GO:0070882	cell wall organization or biogenesis	BP
GO:0071555	GO:0007047	cell wall organization	BP
GO:0071555	GO:0044234	cell wall organization	BP
GO:0071578	GO:0006830	zinc ion import across plasma membrane	BP
GO:0071578	GO:0006831	zinc ion import across plasma membrane	BP
GO:0071578	GO:0044749	zinc ion import across plasma membrane	BP
GO:0071578	GO:0140160	zinc ion import across plasma membrane	BP
GO:0071604	GO:0038044	transforming growth factor beta production	BP
GO:0071631	GO:0071833	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion	BP
GO:0071634	GO:2001201	regulation of transforming growth factor beta production	BP
GO:0071635	GO:2001202	negative regulation of transforming growth factor beta production	BP
GO:0071636	GO:2001203	positive regulation of transforming growth factor beta production	BP
GO:0071805	GO:0010163	potassium ion transmembrane transport	BP
GO:0071835	GO:0071832	mating pheromone secretion involved in regulation of conjugation with cellular fusion	BP
GO:0071840	GO:0071841	cellular component organization or biogenesis	BP
GO:0071896	GO:1904696	protein localization to adherens junction	BP
GO:0071916	GO:0042936	dipeptide transmembrane transporter activity	MF
GO:0071986	GO:0034448	Ragulator complex	CC
GO:0071986	GO:0034449	Ragulator complex	CC
GO:0072023	GO:0072026	thick ascending limb development	BP
GO:0072070	GO:0072018	loop of Henle development	BP
GO:0072086	GO:0072083	specification of loop of Henle identity	BP
GO:0072322	GO:0072323	protein transport across periplasmic space	BP
GO:0072334	GO:0015785	UDP-galactose transmembrane transport	BP
GO:0072359	GO:0072358	circulatory system development	BP
GO:0072396	GO:0072405	response to cell cycle checkpoint signaling	BP
GO:0072396	GO:0072408	response to cell cycle checkpoint signaling	BP
GO:0072398	GO:0072419	signal transduction involved in cytokinesis checkpoint	BP
GO:0072399	GO:0072420	response to cytokinesis checkpoint signaling	BP
GO:0072414	GO:0072455	response to mitotic cell cycle checkpoint signaling	BP
GO:0072414	GO:0072473	response to mitotic cell cycle checkpoint signaling	BP
GO:0072435	GO:0072458	response to mitotic G2 DNA damage checkpoint signaling	BP
GO:0072444	GO:0072447	response to mitotic DNA replication checkpoint signaling	BP
GO:0072479	GO:0044811	response to mitotic cell cycle spindle assembly checkpoint signaling	BP
GO:0072488	GO:0015696	ammonium transmembrane transport	BP
GO:0072517	GO:0072516	host cell viral assembly compartment	CC
GO:0072542	GO:0071862	protein phosphatase activator activity	MF
GO:0072542	GO:0072543	protein phosphatase activator activity	MF
GO:0072627	GO:0072628	interleukin-28A production	BP
GO:0072629	GO:0072630	interleukin-28B production	BP
GO:0072631	GO:0072632	interleukin-29 production	BP
GO:0072633	GO:0072634	interleukin-30 production	BP
GO:0072635	GO:0072636	interleukin-31 production	BP
GO:0072637	GO:0072638	interleukin-32 production	BP
GO:0072637	GO:0150188	interleukin-32 production	BP
GO:0072639	GO:0072640	interleukin-33 production	BP
GO:0072639	GO:0150126	interleukin-33 production	BP
GO:0072645	GO:0072646	interferon-delta production	BP
GO:0072647	GO:0072648	interferon-epsilon production	BP
GO:0072649	GO:0072650	interferon-kappa production	BP
GO:0072651	GO:0072652	interferon-tau production	BP
GO:0072653	GO:0072654	interferon-omega production	BP
GO:0072659	GO:0072661	protein localization to plasma membrane	BP
GO:0072659	GO:0090002	protein localization to plasma membrane	BP
GO:0072690	GO:0062178	single-celled organism vegetative growth phase	BP
GO:0075053	GO:0075057	penetration peg formation	BP
GO:0075054	GO:0075058	modulation of penetration peg formation	BP
GO:0075055	GO:0075059	positive regulation of penetration peg formation	BP
GO:0075118	GO:0075121	symbiont-mediated perturbation of host G protein-coupled receptor signal transduction pathway	BP
GO:0075118	GO:0075124	symbiont-mediated perturbation of host G protein-coupled receptor signal transduction pathway	BP
GO:0075118	GO:0075127	symbiont-mediated perturbation of host G protein-coupled receptor signal transduction pathway	BP
GO:0075120	GO:0075123	symbiont-mediated suppression of host G protein-coupled receptor signal transduction	BP
GO:0075120	GO:0075126	symbiont-mediated suppression of host G protein-coupled receptor signal transduction	BP
GO:0075120	GO:0075129	symbiont-mediated suppression of host G protein-coupled receptor signal transduction	BP
GO:0075294	GO:0075295	positive regulation by symbiont of entry into host	BP
GO:0075325	GO:0075326	spore dispersal	BP
GO:0075325	GO:0075327	spore dispersal	BP
GO:0075502	GO:0075518	endosome membrane permeabilization involved in viral entry into host cell	BP
GO:0075512	GO:0075516	clathrin-dependent endocytosis of virus by host cell	BP
GO:0075713	GO:0019047	establishment of integrated proviral latency	BP
GO:0075733	GO:0046788	intracellular transport of virus	BP
GO:0075733	GO:0046795	intracellular transport of virus	BP
GO:0075733	GO:0046796	intracellular transport of virus	BP
GO:0080047	GO:0010475	GDP-L-galactose phosphorylase activity	MF
GO:0080048	GO:0010474	GDP-D-glucose phosphorylase activity	MF
GO:0080185	GO:0052101	effector-mediated activation of plant hypersensitive response by symbiont	BP
GO:0080185	GO:0052286	effector-mediated activation of plant hypersensitive response by symbiont	BP
GO:0080185	GO:0052423	effector-mediated activation of plant hypersensitive response by symbiont	BP
GO:0080185	GO:0052527	effector-mediated activation of plant hypersensitive response by symbiont	BP
GO:0085017	GO:0052370	entry into host cell by a symbiont-containing vacuole	BP
GO:0089718	GO:0043092	amino acid import across plasma membrane	BP
GO:0089718	GO:0044745	amino acid import across plasma membrane	BP
GO:0089718	GO:1902837	amino acid import across plasma membrane	BP
GO:0090090	GO:0035414	negative regulation of canonical Wnt signaling pathway	BP
GO:0090155	GO:0090157	negative regulation of sphingolipid biosynthetic process	BP
GO:0090234	GO:1901719	regulation of kinetochore assembly	BP
GO:0090248	GO:0090247	cell migration involved in somitogenic axis elongation	BP
GO:0090263	GO:0035413	positive regulation of canonical Wnt signaling pathway	BP
GO:0090480	GO:0036079	purine nucleotide-sugar transmembrane transport	BP
GO:0090481	GO:0015781	pyrimidine nucleotide-sugar transmembrane transport	BP
GO:0090482	GO:0051183	vitamin transmembrane transporter activity	MF
GO:0090513	GO:0090457	L-histidine transmembrane import into vacuole	BP
GO:0090517	GO:0090456	L-lysine transmembrane import into vacuole	BP
GO:0090518	GO:0090458	L-arginine transmembrane import into vacuole	BP
GO:0090529	GO:0090530	cell septum assembly	BP
GO:0090606	GO:0032022	single-species surface biofilm formation	BP
GO:0090630	GO:0032856	activation of GTPase activity	BP
GO:0090630	GO:0032857	activation of GTPase activity	BP
GO:0090630	GO:0032858	activation of GTPase activity	BP
GO:0090630	GO:0032859	activation of GTPase activity	BP
GO:0090630	GO:0032860	activation of GTPase activity	BP
GO:0090630	GO:0032861	activation of GTPase activity	BP
GO:0090630	GO:0032862	activation of GTPase activity	BP
GO:0090630	GO:0032863	activation of GTPase activity	BP
GO:0090630	GO:0032864	activation of GTPase activity	BP
GO:0090729	GO:0050827	toxin activity	MF
GO:0097009	GO:2000505	energy homeostasis	BP
GO:0097009	GO:2000506	energy homeostasis	BP
GO:0097009	GO:2000507	energy homeostasis	BP
GO:0097087	GO:0150154	interleukin-17A production	BP
GO:0097190	GO:0008624	apoptotic signaling pathway	BP
GO:0097193	GO:0008629	intrinsic apoptotic signaling pathway	BP
GO:0097305	GO:1990335	response to alcohol	BP
GO:0097352	GO:0000046	autophagosome maturation	BP
GO:0097435	GO:0043206	supramolecular fiber organization	BP
GO:0097553	GO:0060401	calcium ion transmembrane import into cytosol	BP
GO:0097623	GO:0071435	potassium ion export across plasma membrane	BP
GO:0097623	GO:0098668	potassium ion export across plasma membrane	BP
